unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
1871,KX86150,california,7188.292633,no,Extended,high school or below,2011-01-29,Medical Leave,m,13542,Suburban,Married,94,5.0,35,0.0,8,personal auto,Personal L3,Offer1,Web,451.2,four-door car,Small,A,1,low,high
1872,ZG88784,oregon,4911.458509,no,Basic,college,2011-01-10,Employed,m,52796,Suburban,Divorced,62,6.0,17,0.0,3,corporate auto,Corporate L2,Offer4,Call Center,297.6,four-door car,Medsize,A,1,medium,medium
1873,KJ23009,california,10598.54249,no,Extended,bachelor,2011-02-26,Employed,f,20179,Suburban,Married,133,29.0,0,1.0,5,corporate auto,Corporate L3,Offer3,Agent,638.4,suv,Medsize,A,2,low,high
1874,HG39060,oregon,5110.680779,no,Basic,bachelor,2011-01-28,Unemployed,m,0,Suburban,Single,74,34.0,51,0.0,4,corporate auto,Corporate L2,Offer1,Call Center,532.8,four-door car,Medsize,A,1,low,high
1875,MD40054,oregon,6369.262355,yes,Extended,high school or below,2011-01-20,Employed,m,34498,Suburban,Single,83,30.0,72,0.0,7,personal auto,Personal L2,Offer2,Branch,398.4,two-door car,Small,A,1,medium,high
1876,LO90163,nevada,30081.36783,no,Basic,bachelor,2011-01-23,Employed,f,24626,Rural,Married,108,19.0,3,0.0,2,personal auto,Personal L3,Offer1,Call Center,225.971279,suv,Medsize,A,1,low,high
1877,PK26805,california,2810.957053,no,Basic,high school or below,2011-02-11,Employed,m,20371,Suburban,Married,71,19.0,14,1.0,1,personal auto,Personal L2,Offer4,Call Center,340.8,four-door car,Medsize,A,2,low,medium
1878,JZ63423,arizona,5321.108879,no,Extended,college,2011-01-13,Employed,m,67431,Suburban,Divorced,136,28.0,17,1.0,1,personal auto,Personal L3,Offer2,Call Center,652.8,suv,Large,A,1,medium,high
1879,DV58197,california,8256.2978,yes,Basic,bachelor,2011-01-25,Employed,f,62902,Rural,Married,69,14.0,94,0.0,2,personal auto,Personal L3,Offer2,Web,159.383042,two-door car,Medsize,A,1,medium,high
1880,EJ77678,oregon,3235.360468,no,Extended,master,2011-02-07,Employed,f,75690,Suburban,Married,80,17.0,44,1.0,1,personal auto,Personal L3,Offer2,Branch,384.0,four-door car,Small,A,2,high,medium
1881,SG51792,arizona,2753.159194,no,Basic,bachelor,2011-02-04,Employed,f,75277,Suburban,Married,70,2.0,48,3.0,1,corporate auto,Corporate L3,Offer2,Agent,459.743736,two-door car,Medsize,A,2,high,medium
1882,FP86246,california,13211.01092,no,Premium,bachelor,2011-01-31,Employed,m,74656,Urban,Divorced,111,0.0,6,0.0,2,personal auto,Personal L2,Offer3,Call Center,504.365927,four-door car,Medsize,A,1,high,high
1883,PF24757,arizona,6521.368813,yes,Extended,college,2011-01-09,Employed,f,72608,Suburban,Married,82,26.0,19,3.0,8,personal auto,Personal L1,Offer2,Agent,393.6,four-door car,Medsize,A,1,high,high
1884,JS64688,oregon,2595.853636,no,Basic,high school or below,2011-02-02,Employed,m,48608,Suburban,Divorced,67,18.0,12,0.0,1,personal auto,Personal L1,Offer2,Agent,321.6,four-door car,Medsize,A,2,medium,medium
1885,TS98462,washington,22399.12944,no,Basic,high school or below,2011-01-15,Employed,f,78494,Rural,Married,69,21.0,53,0.0,2,personal auto,Personal L3,Offer3,Branch,78.189401,two-door car,Medsize,A,1,high,high
1886,QZ44356,arizona,6979.535903,no,Extended,bachelor,2011-01-31,Unemployed,f,0,Suburban,Single,94,13.0,42,0.0,8,personal auto,Personal L3,Offer3,Agent,1131.464935,four-door car,Medsize,A,1,low,high
1887,UO43395,oregon,3649.708655,no,Basic,master,2011-01-31,Unemployed,m,0,Suburban,Single,100,31.0,80,0.0,1,personal auto,Personal L3,Offer1,Agent,480.0,four-door car,Medsize,A,1,low,medium
1888,OP60201,oregon,2203.439795,no,Basic,college,2011-02-26,Unemployed,m,0,Suburban,Single,72,33.0,6,2.0,1,personal auto,Personal L3,Offer1,Call Center,518.715288,four-door car,Medsize,A,2,low,medium
1889,KB44286,oregon,46770.94705,no,Basic,high school or below,2011-02-01,Employed,f,64403,Rural,Single,198,11.0,86,0.0,2,corporate auto,Corporate L1,Offer1,Agent,111.173021,luxury suv,Small,A,2,medium,high
1890,PK37121,washington,4369.595738,no,Basic,high school or below,2011-02-16,Employed,f,91775,Rural,Married,108,9.0,35,0.0,1,personal auto,Personal L3,Offer2,Branch,256.893746,suv,Large,A,2,high,medium
1891,FU17577,oregon,3788.814643,no,Basic,high school or below,2011-01-10,Unemployed,f,0,Suburban,Single,106,27.0,89,0.0,1,personal auto,Personal L3,Offer1,Agent,763.2,suv,Medsize,A,1,low,medium
1892,UM26324,washington,5838.89915,yes,Basic,high school or below,2011-01-06,Employed,m,81082,Urban,Married,73,5.0,85,0.0,4,corporate auto,Corporate L3,Offer2,Agent,281.295903,four-door car,Large,A,1,high,high
1893,KA49711,nevada,5320.343098,no,Basic,bachelor,2011-02-12,Employed,m,77524,Rural,Married,68,12.0,95,3.0,6,corporate auto,Corporate L2,Offer3,Call Center,64.799325,four-door car,Small,A,2,high,high
1894,YU80673,california,5106.781547,no,Basic,college,2011-02-07,Disabled,f,29894,Rural,Married,72,9.0,69,4.0,3,personal auto,Personal L3,Offer3,Agent,16.510134,four-door car,Large,A,2,low,high
1895,AE93522,washington,7212.143863,no,Basic,bachelor,2011-01-23,Employed,m,75891,Rural,Single,61,1.0,5,0.0,2,corporate auto,Corporate L2,Offer2,Branch,61.285525,two-door car,Medsize,A,1,high,high
1896,TE49565,oregon,11833.76732,no,Basic,college,2011-01-17,Disabled,f,16552,Suburban,Married,103,23.0,53,0.0,2,personal auto,Personal L3,Offer2,Call Center,494.4,suv,Small,A,1,low,high
1897,HN54181,california,6013.038073,no,Extended,college,2011-02-09,Unemployed,f,0,Suburban,Single,84,8.0,30,0.0,7,personal auto,Personal L1,Offer3,Agent,604.8,four-door car,Small,A,2,low,high
1898,GM37281,california,2582.408525,yes,Basic,bachelor,2011-02-14,Employed,f,76731,Urban,Married,64,2.0,68,0.0,1,personal auto,Personal L3,Offer2,Agent,201.455005,four-door car,Medsize,A,2,high,medium
1899,JN96178,california,3740.404374,no,Basic,high school or below,2011-02-09,Unemployed,m,0,Suburban,Married,104,27.0,13,1.0,1,personal auto,Personal L2,Offer2,Agent,499.2,suv,Large,A,2,low,medium
1900,AH58807,arizona,51426.24815,no,Basic,college,2011-01-09,Employed,f,84650,Urban,Married,185,13.0,39,3.0,2,personal auto,Personal L2,Offer1,Agent,660.474274,luxury car,Medsize,A,1,high,high
1901,VY27019,oregon,4807.002259,no,Basic,college,2011-01-29,Unemployed,f,0,Suburban,Single,69,4.0,69,0.0,9,personal auto,Personal L2,Offer1,Agent,496.8,four-door car,Medsize,A,1,low,medium
1902,SW31412,oregon,14808.05624,no,Basic,college,2011-02-22,Employed,f,41440,Suburban,Married,62,20.0,80,1.0,2,personal auto,Personal L3,Offer3,Agent,297.6,four-door car,Small,A,2,medium,high
1903,TP15362,oregon,3591.996064,no,Extended,college,2011-02-05,Employed,m,28013,Suburban,Divorced,91,16.0,13,0.0,1,personal auto,Personal L1,Offer2,Branch,655.2,four-door car,Medsize,A,2,low,medium
1904,MW83318,oregon,8826.611996,no,Basic,college,2011-02-24,Employed,f,26320,Suburban,Married,111,3.0,92,0.0,9,corporate auto,Corporate L2,Offer1,Web,603.819794,suv,Large,A,2,low,high
1905,JV38934,washington,2254.402024,no,Basic,bachelor,2011-01-02,Unemployed,f,0,Suburban,Single,65,15.149070740488469,95,0.384256105867471,1,personal auto,Personal L3,Offer1,Branch,768.797656,four-door car,Medsize,A,1,low,medium
1906,WC21189,california,7731.713059,no,Extended,college,2011-02-11,Employed,f,37386,Suburban,Married,97,1.0,4,0.0,3,corporate auto,Corporate L1,Offer1,Branch,465.6,four-door car,Large,A,2,medium,high
1907,TN79487,california,4458.113369,yes,Basic,bachelor,2011-01-02,Retired,m,17622,Suburban,Divorced,65,1.0,36,1.0,3,personal auto,Personal L3,Offer1,Agent,312.0,four-door car,Medsize,A,1,low,medium
1908,ZN27753,oregon,5794.565797,no,Basic,bachelor,2011-01-10,Employed,m,70524,Suburban,Married,73,18.0,5,0.0,4,personal auto,Personal L2,Offer2,Web,350.4,four-door car,Medsize,A,1,high,high
1909,CW63533,california,2468.443101,no,Basic,bachelor,2011-01-08,Employed,m,65876,Rural,Married,63,1.0,52,1.0,1,personal auto,Personal L2,Offer2,Agent,44.359382,two-door car,Medsize,A,1,medium,medium
1910,AS55478,oregon,3874.86854,no,Extended,bachelor,2011-02-23,Employed,m,26670,Suburban,Married,98,23.0,13,0.0,1,corporate auto,Corporate L3,Offer4,Call Center,541.229321,four-door car,Small,A,2,low,medium
1911,AR69517,california,11790.49617,no,Basic,college,2011-01-03,Retired,m,25251,Suburban,Divorced,66,13.0,43,0.0,2,corporate auto,Corporate L3,Offer2,Web,316.8,four-door car,Medsize,A,1,low,high
1912,XX29952,arizona,12174.58958,no,Premium,college,2011-01-12,Employed,m,88184,Rural,Married,104,5.0,97,3.0,2,personal auto,Personal L3,Offer1,Agent,240.176533,four-door car,Medsize,A,1,high,high
1913,YR45605,oregon,2413.888405,no,Basic,bachelor,2011-01-10,Unemployed,f,0,Suburban,Single,68,6.0,35,0.0,1,personal auto,Personal L2,Offer3,Web,379.209349,four-door car,Medsize,A,1,low,medium
1914,AE62631,oregon,8427.723769,no,Basic,bachelor,2011-02-28,Employed,m,20662,Suburban,Married,72,10.0,99,0.0,2,personal auto,Personal L1,Offer4,Agent,373.324673,two-door car,Medsize,A,2,low,high
1915,FS70572,california,9445.925985,no,Extended,college,2011-01-10,Employed,m,76837,Rural,Divorced,78,2.0,12,0.0,2,corporate auto,Corporate L2,Offer4,Call Center,23.788022,four-door car,Small,A,1,high,high
1916,ZD44648,arizona,9656.212573,no,Extended,college,2011-02-12,Employed,m,29504,Suburban,Single,125,16.0,29,0.0,9,personal auto,Personal L3,Offer4,Web,1224.56345,suv,Medsize,A,2,low,high
1917,JP28293,california,6696.903521,no,Extended,doctor,2011-01-09,Employed,f,57240,Rural,Married,83,18.0,79,0.0,7,corporate auto,Corporate L3,Offer2,Call Center,83.652384,four-door car,Medsize,A,1,medium,high
1918,DQ19344,california,3112.049841,no,Extended,college,2011-02-24,Employed,m,33046,Rural,Married,79,14.0,26,0.0,1,personal auto,Personal L3,Offer4,Branch,181.538354,four-door car,Medsize,A,2,medium,medium
1919,LA31975,arizona,13144.49101,no,Basic,college,2011-01-14,Unemployed,m,0,Suburban,Single,194,23.0,34,0.0,7,personal auto,Personal L3,Offer1,Branch,931.2,luxury suv,Small,A,1,low,high
1920,IZ24763,nevada,3445.86241,no,Extended,bachelor,2011-01-20,Unemployed,f,0,Suburban,Divorced,94,33.0,95,0.0,1,corporate auto,Corporate L2,Offer1,Web,590.626396,four-door car,Small,A,1,low,medium
1921,QF21045,oregon,2735.538859,no,Basic,college,2011-02-14,Employed,f,99205,Urban,Married,68,7.0,21,0.0,1,personal auto,Personal L2,Offer2,Branch,323.246017,two-door car,Medsize,A,2,high,medium
1922,EO38569,washington,2195.295372,no,Basic,high school or below,2011-02-13,Unemployed,f,0,Suburban,Single,62,30.0,29,1.0,1,personal auto,Personal L2,Offer1,Web,446.4,four-door car,Large,A,2,low,medium
1923,SU95720,california,8923.113112,no,Extended,high school or below,2011-01-14,Unemployed,m,0,Suburban,Married,125,22.0,80,0.0,9,personal auto,Personal L3,Offer4,Branch,900.0,suv,Small,A,1,low,high
1924,DD27563,oregon,6342.473656,no,Extended,high school or below,2011-02-13,Employed,m,86687,Urban,Single,80,4.0,82,0.0,3,personal auto,Personal L3,Offer1,Agent,274.159702,four-door car,Large,A,2,high,high
1925,WE68750,oregon,5687.897911,no,Basic,bachelor,2011-01-24,Employed,m,99747,Rural,Single,72,28.0,87,0.0,5,corporate auto,Corporate L2,Offer1,Call Center,61.536107,two-door car,Medsize,A,1,high,high
1926,BB65725,california,8061.198798,no,Basic,college,2011-02-11,Employed,m,57293,Urban,Married,102,19.0,87,0.0,7,corporate auto,Corporate L3,Offer1,Agent,347.996042,sports car,Medsize,A,2,medium,high
1927,JC29850,california,7506.964816,no,Basic,bachelor,2011-01-26,Unemployed,m,0,Suburban,Married,67,16.0,12,1.0,2,corporate auto,Corporate L3,Offer1,Call Center,321.6,two-door car,Medsize,A,1,low,high
1928,WJ55369,california,7366.093547,no,Extended,high school or below,2011-02-05,Employed,m,30250,Urban,Married,93,1.0,98,0.0,6,personal auto,Personal L3,Offer1,Call Center,398.100233,four-door car,Medsize,A,2,medium,high
1929,OO97388,oregon,2855.687705,no,Basic,master,2011-01-22,Employed,f,99612,Suburban,Married,70,14.0,20,0.0,1,personal auto,Personal L1,Offer2,Agent,336.0,two-door car,Small,A,1,high,medium
1930,HV75193,california,2866.595388,no,Basic,master,2011-02-07,Disabled,f,26924,Urban,Married,73,12.0,80,0.0,1,personal auto,Personal L2,Offer1,Call Center,262.086021,four-door car,Medsize,A,2,low,medium
1931,RH28799,california,2430.959055,no,Basic,college,2011-02-23,Unemployed,m,0,Suburban,Single,70,29.0,30,0.0,1,personal auto,Personal L3,Offer2,Call Center,341.329847,four-door car,Medsize,A,2,low,medium
1932,YJ59924,oregon,7308.433864,no,Extended,college,2011-01-30,Employed,m,31115,Suburban,Married,92,21.0,20,0.0,3,personal auto,Personal L1,Offer3,Agent,441.6,four-door car,Medsize,A,1,medium,high
1933,IH91478,oregon,4808.957973,no,Basic,bachelor,2011-01-12,Medical Leave,f,23554,Rural,Married,61,12.0,17,0.0,6,personal auto,Personal L2,Offer1,Agent,142.459804,two-door car,Medsize,A,1,low,medium
1934,HZ74609,oregon,5527.988928,no,Basic,bachelor,2011-02-25,Unemployed,f,0,Suburban,Married,72,4.0,72,0.0,7,personal auto,Personal L3,Offer3,Branch,345.6,four-door car,Large,A,2,low,high
1935,TC82133,oregon,5375.821564,no,Basic,bachelor,2011-02-25,Employed,m,66844,Rural,Married,70,11.0,80,4.0,5,personal auto,Personal L3,Offer3,Branch,104.977375,four-door car,Medsize,A,2,medium,high
1936,RW50070,arizona,8935.274872,no,Extended,high school or below,2011-02-26,Employed,m,63326,Suburban,Married,225,5.0,99,0.0,1,personal auto,Personal L3,Offer2,Branch,1080.0,luxury car,Medsize,A,2,medium,high
1937,HP56518,oregon,5548.031892,yes,Basic,bachelor,2011-01-13,Employed,m,67798,Suburban,Divorced,69,1.0,78,0.0,9,personal auto,Personal L3,Offer1,Agent,331.2,four-door car,Medsize,A,1,medium,high
1938,IK49861,oregon,3107.588649,no,Extended,bachelor,2011-02-23,Unemployed,m,0,Rural,Married,88,1.0,66,0.0,1,personal auto,Personal L2,Offer2,Agent,87.135752,two-door car,Medsize,A,2,low,medium
1939,XU49878,washington,5396.311664,no,Basic,bachelor,2011-02-14,Employed,m,62039,Urban,Married,68,8.0,30,1.0,8,personal auto,Personal L2,Offer3,Call Center,265.877583,four-door car,Medsize,A,2,medium,high
1940,OE75747,nevada,2189.642522,no,Basic,college,2011-01-28,Unemployed,f,0,Suburban,Married,61,5.0,46,3.0,1,personal auto,Personal L2,Offer3,Agent,292.8,four-door car,Small,A,1,low,medium
1941,IY37465,arizona,4929.549699,yes,Basic,bachelor,2011-01-26,Employed,m,25632,Suburban,Married,63,27.0,52,0.0,7,corporate auto,Corporate L3,Offer2,Call Center,351.270869,two-door car,Medsize,A,1,low,medium
1942,TI92884,arizona,12622.83268,no,Basic,bachelor,2011-02-15,Employed,m,61844,Suburban,Divorced,106,19.0,74,0.0,2,personal auto,Personal L2,Offer1,Call Center,508.8,sports car,Small,A,2,medium,high
1943,OQ51004,california,3954.344534,yes,Basic,bachelor,2011-02-25,Disabled,m,18375,Suburban,Married,103,8.0,50,0.0,1,personal auto,Personal L2,Offer1,Branch,535.080276,sports car,Large,A,2,low,medium
1944,PJ36749,washington,5597.12496,yes,Extended,high school or below,2011-01-27,Employed,f,37995,Suburban,Married,139,16.0,50,0.0,1,personal auto,Personal L2,Offer1,Branch,667.2,suv,Medsize,A,1,medium,high
1945,ZW33889,california,2477.708203,no,Basic,bachelor,2011-02-14,Employed,f,44280,Rural,Married,62,25.0,3,0.0,1,corporate auto,Corporate L3,Offer4,Call Center,130.298883,two-door car,Medsize,A,2,medium,medium
1946,EK56325,arizona,6637.228238,no,Extended,high school or below,2011-02-16,Unemployed,m,0,Suburban,Married,92,4.0,83,2.0,3,personal auto,Personal L1,Offer3,Call Center,662.4,four-door car,Medsize,A,2,low,high
1947,GU41036,oregon,9416.28441,no,Extended,high school or below,2011-02-26,Disabled,m,13411,Suburban,Married,127,27.0,81,0.0,7,personal auto,Personal L1,Offer1,Branch,609.6,suv,Medsize,A,2,low,high
1948,FJ57446,oregon,8434.119038,no,Basic,college,2011-01-04,Employed,f,27694,Suburban,Single,108,3.0,3,0.0,7,personal auto,Personal L2,Offer3,Agent,741.850171,suv,Small,A,1,low,high
1949,DP50922,california,12663.99057,no,Basic,high school or below,2011-02-05,Employed,m,72109,Suburban,Married,105,15.149070740488469,34,0.384256105867471,2,personal auto,Personal L3,Offer2,Web,504.0,sports car,Medsize,A,2,high,high
1950,TO55166,california,2600.002868,no,Basic,bachelor,2011-01-12,Employed,m,72766,Rural,Married,65,23.0,93,0.0,1,personal auto,Personal L2,Offer3,Branch,91.464233,two-door car,Medsize,A,1,high,medium
1951,TX13297,california,2396.219292,no,Basic,bachelor,2011-01-10,Unemployed,f,0,Suburban,Married,66,15.149070740488469,71,0.384256105867471,1,corporate auto,Corporate L3,Offer2,Call Center,433.160284,four-door car,Large,A,1,low,medium
1952,OH93496,arizona,3703.404606,no,Basic,bachelor,2011-01-10,Unemployed,m,0,Suburban,Single,109,22.0,5,0.0,1,personal auto,Personal L3,Offer1,Agent,784.8,suv,Small,A,1,low,medium
1953,RW51650,oregon,8622.835375,yes,Basic,bachelor,2011-02-18,Employed,m,97361,Suburban,Single,73,6.0,85,0.0,2,personal auto,Personal L2,Offer1,Agent,350.4,four-door car,Medsize,A,2,high,high
1954,AR96516,oregon,5914.951808,no,Basic,bachelor,2011-01-28,Employed,f,50217,Suburban,Married,74,18.0,2,0.0,9,personal auto,Personal L1,Offer2,Web,355.2,two-door car,Medsize,A,1,medium,high
1955,LR32149,arizona,22940.38215,no,Basic,bachelor,2011-01-01,Employed,f,52993,Urban,Married,64,16.0,86,0.0,2,personal auto,Personal L1,Offer1,Call Center,304.699889,four-door car,Medsize,A,1,medium,high
1956,GE87503,california,18211.14319,no,Premium,high school or below,2011-02-07,Employed,m,53690,Suburban,Married,154,20.0,97,0.0,2,personal auto,Personal L3,Offer4,Call Center,739.2,suv,Small,A,2,medium,high
1957,ZT30559,california,4746.686506,no,Basic,high school or below,2011-01-28,Disabled,f,15169,Suburban,Married,63,34.0,15,0.0,3,personal auto,Personal L3,Offer4,Web,302.4,four-door car,Medsize,A,1,low,medium
1958,EL67979,california,17223.06591,no,Basic,college,2011-01-11,Employed,m,22346,Suburban,Single,64,7.0,44,0.0,2,personal auto,Personal L3,Offer4,Call Center,307.2,four-door car,Large,A,1,low,high
1959,TN36916,california,4029.723325,no,Basic,bachelor,2011-02-19,Employed,f,93621,Rural,Married,100,16.0,20,0.0,1,personal auto,Personal L2,Offer3,Branch,59.860273,suv,Large,A,2,high,medium
1960,PV24005,oregon,4221.312544,no,Basic,high school or below,2011-02-08,Unemployed,m,0,Suburban,Single,62,12.0,68,0.0,3,personal auto,Personal L1,Offer3,Web,614.081483,four-door car,Medsize,A,2,low,medium
1961,TY95197,washington,4132.58858,no,Basic,college,2011-01-31,Unemployed,f,0,Suburban,Single,63,4.0,55,1.0,3,personal auto,Personal L3,Offer1,Agent,453.6,four-door car,Medsize,A,1,low,medium
1962,LP45550,oregon,15363.84716,no,Premium,doctor,2011-01-15,Disabled,f,15897,Urban,Divorced,101,30.0,99,0.0,2,personal auto,Personal L3,Offer2,Agent,303.148399,four-door car,Medsize,A,1,low,high
1963,VZ61940,nevada,2668.731444,no,Basic,doctor,2011-02-07,Employed,f,52344,Urban,Married,66,4.0,7,0.0,1,personal auto,Personal L3,Offer3,Agent,182.607687,four-door car,Small,A,2,medium,medium
1964,OZ58610,arizona,7575.647415,no,Basic,high school or below,2011-02-21,Unemployed,m,0,Suburban,Single,109,30.0,87,0.0,4,personal auto,Personal L3,Offer2,Branch,784.8,suv,Medsize,A,2,low,high
1965,GT18396,arizona,21151.2328,no,Extended,college,2011-02-05,Employed,m,48642,Rural,Married,77,23.0,69,0.0,2,personal auto,Personal L2,Offer2,Branch,92.307736,four-door car,Medsize,A,2,medium,high
1966,BU70181,arizona,5757.442258,yes,Basic,master,2011-01-31,Employed,m,88997,Rural,Divorced,72,9.0,71,0.0,3,personal auto,Personal L3,Offer2,Branch,174.041566,four-door car,Small,A,1,high,high
1967,MN94234,california,3107.568648,no,Extended,high school or below,2011-01-19,Unemployed,m,0,Suburban,Married,94,34.0,59,4.0,1,personal auto,Personal L3,Offer1,Branch,451.2,two-door car,Medsize,A,1,low,medium
1968,BN89470,california,4561.27302,no,Premium,college,2011-01-25,Medical Leave,m,29327,Suburban,Married,118,26.0,21,0.0,1,special auto,Special L2,Offer1,Agent,627.898468,four-door car,Small,A,1,low,medium
